abanderar;inf,abanderar;1sg,abandero;2sg,abanderas;3sg,abandera;1pl,abanderamos;2pl,abanderáis;3pl,abanderan;part,abanderando;2pl!,abanderad;1sg->,abanderaría;2sg->,abanderarías;1pl->,abanderaríamos;2pl->,abanderaríais;3pl->,abanderarían;1sg?,abandere;2sg?,abanderes;1pl?,abanderemos;2pl?,abanderéis;3pl?,abanderen;1sgp,abanderaba;2sgp,abanderabas;1ppl,abanderábamos;2ppl,abanderabais;3ppl,abanderaban;ppart,abanderado;1sgp?,abanderara;2sgp?,abanderaras;1ppl?,abanderáramos;2ppl?,abanderarais;3ppl?,abanderaran;1sgf,abanderaré;2sgf,abanderarás;3sgf,abanderará;1plf,abanderaremos;2plf,abanderaréis;3plf,abanderarán
aburrir;inf,aburrir;1sg,aburro;2sg,aburres;3sg,aburre;1pl,aburrimos;2pl,aburrís;3pl,aburren;part,aburriendo;2pl!,aburrid;1sg->,aburriría;2sg->,aburrirías;1pl->,aburriríamos;2pl->,aburriríais;3pl->,aburrirían;1sg?,aburra;2sg?,aburras;1pl?,aburramos;2pl?,aburráis;3pl?,aburran;1sgp,aburría;2sgp,aburrías;1ppl,aburríamos;2ppl,aburríais;3ppl,aburrían;ppart,aburrido;1sgp?,aburriera;2sgp?,aburrieras;1ppl?,aburriéramos;2ppl?,aburrierais;3ppl?,aburrieran;1sgf,aburriré;2sgf,aburrirás;3sgf,aburrirá;1plf,aburriremos;2plf,aburriréis;3plf,aburrirán
abusar;inf,abusar;1sg,abuso;2sg,abusas;3sg,abusa;1pl,abusamos;2pl,abusáis;3pl,abusan;part,abusando;2pl!,abusad;1sg->,abusaría;2sg->,abusarías;1pl->,abusaríamos;2pl->,abusaríais;3pl->,abusarían;1sg?,abuse;2sg?,abuses;1pl?,abusemos;2pl?,abuséis;3pl?,abusen;1sgp,abusaba;2sgp,abusabas;1ppl,abusábamos;2ppl,abusabais;3ppl,abusaban;ppart,abusado;1sgp?,abusara;2sgp?,abusaras;1ppl?,abusáramos;2ppl?,abusarais;3ppl?,abusaran;1sgf,abusaré;2sgf,abusarás;3sgf,abusará;1plf,abusaremos;2plf,abusaréis;3plf,abusarán
acabar;inf,acabar;1sg,acabo;2sg,acabas;3sg,acaba;1pl,acabamos;2pl,acabáis;3pl,acaban;part,acabando;2pl!,acabad;1sg->,acabaría;2sg->,acabarías;1pl->,acabaríamos;2pl->,acabaríais;3pl->,acabarían;1sg?,acabe;2sg?,acabes;1pl?,acabemos;2pl?,acabéis;3pl?,acaben;1sgp,acababa;2sgp,acababas;1ppl,acabábamos;2ppl,acababais;3ppl,acababan;ppart,acabado;1sgp?,acabara;2sgp?,acabaras;1ppl?,acabáramos;2ppl?,acabarais;3ppl?,acabaran;1sgf,acabaré;2sgf,acabarás;3sgf,acabará;1plf,acabaremos;2plf,acabaréis;3plf,acabarán
acampar;inf,acampar;1sg,acampo;2sg,acampas;3sg,acampa;1pl,acampamos;2pl,acampáis;3pl,acampan;part,acampando;2pl!,acampad;1sg->,acamparía;2sg->,acamparías;1pl->,acamparíamos;2pl->,acamparíais;3pl->,acamparían;1sg?,acampe;2sg?,acampes;1pl?,acampemos;2pl?,acampéis;3pl?,acampen;1sgp,acampaba;2sgp,acampabas;1ppl,acampábamos;2ppl,acampabais;3ppl,acampaban;ppart,acampado;1sgp?,acampara;2sgp?,acamparas;1ppl?,acampáramos;2ppl?,acamparais;3ppl?,acamparan;1sgf,acamparé;2sgf,acamparás;3sgf,acampará;1plf,acamparemos;2plf,acamparéis;3plf,acamparán
acariciar;inf,acariciar;1sg,acaricio;2sg,acaricias;3sg,acaricia;1pl,acariciamos;2pl,acariciáis;3pl,acarician;part,acariciando;2pl!,acariciad;1sg->,acariciaría;2sg->,acariciarías;1pl->,acariciaríamos;2pl->,acariciaríais;3pl->,acariciarían;1sg?,acaricie;2sg?,acaricies;1pl?,acariciemos;2pl?,acariciéis;3pl?,acaricien;1sgp,acariciaba;2sgp,acariciabas;1ppl,acariciábamos;2ppl,acariciabais;3ppl,acariciaban;ppart,acariciado;1sgp?,acariciara;2sgp?,acariciaras;1ppl?,acariciáramos;2ppl?,acariciarais;3ppl?,acariciaran;1sgf,acariciaré;2sgf,acariciarás;3sgf,acariciará;1plf,acariciaremos;2plf,acariciaréis;3plf,acariciarán
acceder;inf,acceder;1sg,accedo;2sg,accedes;3sg,accede;1pl,accedemos;2pl,accedéis;3pl,acceden;part,accediendo;2sg!,acceda;2pl!,acceded;1sg->,accedería;2sg->,accederías;1pl->,accederíamos;2pl->,accederíais;3pl->,accederían;2sg?,accedas;1pl?,accedamos;2pl?,accedáis;3pl?,accedan;1sgp,accedía;2sgp,accedías;1ppl,accedíamos;2ppl,accedíais;3ppl,accedían;ppart,accedido;1sgp?,accediera;2sgp?,accedieras;1ppl?,accediéramos;2ppl?,accedierais;3ppl?,accedieran;1sgf,accederé;2sgf,accederás;3sgf,accederá;1plf,accederemos;2plf,accederéis;3plf,accederán
accionar;inf,accionar;1sg,acciono;2sg,accionas;3sg,acciona;1pl,accionamos;2pl,accionáis;3pl,accionan;part,accionando;2pl!,accionad;1sg->,accionaría;2sg->,accionarías;1pl->,accionaríamos;2pl->,accionaríais;3pl->,accionarían;1sg?,accione;2sg?,acciones;1pl?,accionemos;2pl?,accionéis;3pl?,accionen;1sgp,accionaba;2sgp,accionabas;1ppl,accionábamos;2ppl,accionabais;3ppl,accionaban;ppart,accionado;1sgp?,accionara;2sgp?,accionaras;1ppl?,accionáramos;2ppl?,accionarais;3ppl?,accionaran;1sgf,accionaré;2sgf,accionarás;3sgf,accionará;1plf,accionaremos;2plf,accionaréis;3plf,accionarán
acedar;inf,acedar;1sg,acedo;2sg,acedas;3sg,aceda;1pl,acedamos;2pl,acedáis;3pl,acedan;part,acedando;2pl!,acedad;1sg->,acedaría;2sg->,acedarías;1pl->,acedaríamos;2pl->,acedaríais;3pl->,acedarían;1sg?,acede;2sg?,acedes;1pl?,acedemos;2pl?,acedéis;3pl?,aceden;1sgp,acedaba;2sgp,acedabas;1ppl,acedábamos;2ppl,acedabais;3ppl,acedaban;ppart,acedado;1sgp?,acedara;2sgp?,acedaras;1ppl?,acedáramos;2ppl?,acedarais;3ppl?,acedaran;1sgf,acedaré;2sgf,acedarás;3sgf,acedará;1plf,acedaremos;2plf,acedaréis;3plf,acedarán
aceitar;inf,aceitar;1sg,aceito;2sg,aceitas;3sg,aceita;1pl,aceitamos;2pl,aceitáis;3pl,aceitan;part,aceitando;2pl!,aceitad;1sg->,aceitaría;2sg->,aceitarías;1pl->,aceitaríamos;2pl->,aceitaríais;3pl->,aceitarían;1sg?,aceite;2sg?,aceites;1pl?,aceitemos;2pl?,aceitéis;3pl?,aceiten;1sgp,aceitaba;2sgp,aceitabas;1ppl,aceitábamos;2ppl,aceitabais;3ppl,aceitaban;ppart,aceitado;1sgp?,aceitara;2sgp?,aceitaras;1ppl?,aceitáramos;2ppl?,aceitarais;3ppl?,aceitaran;1sgf,aceitaré;2sgf,aceitarás;3sgf,aceitará;1plf,aceitaremos;2plf,aceitaréis;3plf,aceitarán
acelerar;inf,acelerar;1sg,acelero;2sg,aceleras;3sg,acelera;1pl,aceleramos;2pl,aceleráis;3pl,aceleran;part,acelerando;2pl!,acelerad;1sg->,aceleraría;2sg->,acelerarías;1pl->,aceleraríamos;2pl->,aceleraríais;3pl->,acelerarían;1sg?,acelere;2sg?,aceleres;1pl?,aceleremos;2pl?,aceleréis;3pl?,aceleren;1sgp,aceleraba;2sgp,acelerabas;1ppl,acelerábamos;2ppl,acelerabais;3ppl,aceleraban;ppart,acelerado;1sgp?,acelerara;2sgp?,aceleraras;1ppl?,aceleráramos;2ppl?,acelerarais;3ppl?,aceleraran;1sgf,aceleraré;2sgf,acelerarás;3sgf,acelerará;1plf,aceleraremos;2plf,aceleraréis;3plf,acelerarán
acentuar;inf,acentuar;1sg,acentuo;2sg,acentuas;3sg,acentua;1pl,acentuamos;2pl,acentuáis;3pl,acentuan;part,acentuando;2pl!,acentuad;1sg->,acentuaría;2sg->,acentuarías;1pl->,acentuaríamos;2pl->,acentuaríais;3pl->,acentuarían;1sg?,acentue;2sg?,acentues;1pl?,acentuemos;2pl?,acentuéis;3pl?,acentuen;1sgp,acentuaba;2sgp,acentuabas;1ppl,acentuábamos;2ppl,acentuabais;3ppl,acentuaban;ppart,acentuado;1sgp?,acentuara;2sgp?,acentuaras;1ppl?,acentuáramos;2ppl?,acentuarais;3ppl?,acentuaran;1sgf,acentuaré;2sgf,acentuarás;3sgf,acentuará;1plf,acentuaremos;2plf,acentuaréis;3plf,acentuarán
aceptar;inf,aceptar;1sg,acepto;2sg,aceptas;3sg,acepta;1pl,aceptamos;2pl,aceptáis;3pl,aceptan;part,aceptando;2pl!,aceptad;1sg->,aceptaría;2sg->,aceptarías;1pl->,aceptaríamos;2pl->,aceptaríais;3pl->,aceptarían;1sg?,acepte;2sg?,aceptes;1pl?,aceptemos;2pl?,aceptéis;3pl?,acepten;1sgp,aceptaba;2sgp,aceptabas;1ppl,aceptábamos;2ppl,aceptabais;3ppl,aceptaban;ppart,aceptado;1sgp?,aceptara;2sgp?,aceptaras;1ppl?,aceptáramos;2ppl?,aceptarais;3ppl?,aceptaran;1sgf,aceptaré;2sgf,aceptarás;3sgf,aceptará;1plf,aceptaremos;2plf,aceptaréis;3plf,aceptarán
acercar;inf,acercar;1sg,acerco;2sg,acercas;3sg,acerca;1pl,acercamos;2pl,acercáis;3pl,acercan;part,acercando;2pl!,acercad;1sg->,acercaría;2sg->,acercarías;1pl->,acercaríamos;2pl->,acercaríais;3pl->,acercarían;1sg?,acerque;2sg?,acerques;1pl?,acerquemos;2pl?,acerquéis;3pl?,acerquen;1sgp,acercaba;2sgp,acercabas;1ppl,acercábamos;2ppl,acercabais;3ppl,acercaban;ppart,acercado;1sgp?,acercara;2sgp?,acercaras;1ppl?,acercáramos;2ppl?,acercarais;3ppl?,acercaran;1sgf,acercaré;2sgf,acercarás;3sgf,acercará;1plf,acercaremos;2plf,acercaréis;3plf,acercarán
acertar;inf,acertar;1sg,acerto;2sg,acertas;3sg,acerta;1pl,acertamos;2pl,acertáis;3pl,acertan;part,acertando;2pl!,acertad;1sg->,acertaría;2sg->,acertarías;1pl->,acertaríamos;2pl->,acertaríais;3pl->,acertarían;1sg?,acerte;2sg?,acertes;1pl?,acertemos;2pl?,acertéis;3pl?,acerten;1sgp,acertaba;2sgp,acertabas;1ppl,acertábamos;2ppl,acertabais;3ppl,acertaban;ppart,acertado;1sgp?,acertara;2sgp?,acertaras;1ppl?,acertáramos;2ppl?,acertarais;3ppl?,acertaran;1sgf,acertaré;2sgf,acertarás;3sgf,acertará;1plf,acertaremos;2plf,acertaréis;3plf,acertarán
achicharrar;inf,achicharrar;1sg,achicharro;2sg,achicharras;3sg,achicharra;1pl,achicharramos;2pl,achicharráis;3pl,achicharran;part,achicharrando;2pl!,achicharrad;1sg->,achicharraría;2sg->,achicharrarías;1pl->,achicharraríamos;2pl->,achicharraríais;3pl->,achicharrarían;1sg?,achicharre;2sg?,achicharres;1pl?,achicharremos;2pl?,achicharréis;3pl?,achicharren;1sgp,achicharraba;2sgp,achicharrabas;1ppl,achicharrábamos;2ppl,achicharrabais;3ppl,achicharraban;ppart,achicharrado;1sgp?,achicharrara;2sgp?,achicharraras;1ppl?,achicharráramos;2ppl?,achicharrarais;3ppl?,achicharraran;1sgf,achicharraré;2sgf,achicharrarás;3sgf,achicharrará;1plf,achicharraremos;2plf,achicharraréis;3plf,achicharrarán
aclamar;inf,aclamar;1sg,aclamo;2sg,aclamas;3sg,aclama;1pl,aclamamos;2pl,aclamáis;3pl,aclaman;part,aclamando;2pl!,aclamad;1sg->,aclamaría;2sg->,aclamarías;1pl->,aclamaríamos;2pl->,aclamaríais;3pl->,aclamarían;1sg?,aclame;2sg?,aclames;1pl?,aclamemos;2pl?,aclaméis;3pl?,aclamen;1sgp,aclamaba;2sgp,aclamabas;1ppl,aclamábamos;2ppl,aclamabais;3ppl,aclamaban;ppart,aclamado;1sgp?,aclamara;2sgp?,aclamaras;1ppl?,aclamáramos;2ppl?,aclamarais;3ppl?,aclamaran;1sgf,aclamaré;2sgf,aclamarás;3sgf,aclamará;1plf,aclamaremos;2plf,aclamaréis;3plf,aclamarán
aclarar;inf,aclarar;1sg,aclaro;2sg,aclaras;3sg,aclara;1pl,aclaramos;2pl,aclaráis;3pl,aclaran;part,aclarando;2pl!,aclarad;1sg->,aclararía;2sg->,aclararías;1pl->,aclararíamos;2pl->,aclararíais;3pl->,aclararían;1sg?,aclare;2sg?,aclares;1pl?,aclaremos;2pl?,aclaréis;3pl?,aclaren;1sgp,aclaraba;2sgp,aclarabas;1ppl,aclarábamos;2ppl,aclarabais;3ppl,aclaraban;ppart,aclarado;1sgp?,aclarara;2sgp?,aclararas;1ppl?,aclaráramos;2ppl?,aclararais;3ppl?,aclararan;1sgf,aclararé;2sgf,aclararás;3sgf,aclarará;1plf,aclararemos;2plf,aclararéis;3plf,aclararán
acoger;inf,acoger;1sg,acogo;2sg,acoges;3sg,acoge;1pl,acogemos;2pl,acogéis;3pl,acogen;part,acogiendo;2sg!,acoga;2pl!,acoged;1sg->,acogería;2sg->,acogerías;1pl->,acogeríamos;2pl->,acogeríais;3pl->,acogerían;2sg?,acogas;1pl?,acogamos;2pl?,acogáis;3pl?,acogan;1sgp,acogía;2sgp,acogías;1ppl,acogíamos;2ppl,acogíais;3ppl,acogían;ppart,acogido;1sgp?,acogiera;2sgp?,acogieras;1ppl?,acogiéramos;2ppl?,acogierais;3ppl?,acogieran;1sgf,acogeré;2sgf,acogerás;3sgf,acogerá;1plf,acogeremos;2plf,acogeréis;3plf,acogerán
acompañar;inf,acompañar;1sg,acompaño;2sg,acompañas;3sg,acompaña;1pl,acompañamos;2pl,acompañáis;3pl,acompañan;part,acompañando;2pl!,acompañad;1sg->,acompañaría;2sg->,acompañarías;1pl->,acompañaríamos;2pl->,acompañaríais;3pl->,acompañarían;1sg?,acompañe;2sg?,acompañes;1pl?,acompañemos;2pl?,acompañéis;3pl?,acompañen;1sgp,acompañaba;2sgp,acompañabas;1ppl,acompañábamos;2ppl,acompañabais;3ppl,acompañaban;ppart,acompañado;1sgp?,acompañara;2sgp?,acompañaras;1ppl?,acompañáramos;2ppl?,acompañarais;3ppl?,acompañaran;1sgf,acompañaré;2sgf,acompañarás;3sgf,acompañará;1plf,acompañaremos;2plf,acompañaréis;3plf,acompañarán
aconsejar;inf,aconsejar;1sg,aconsejo;2sg,aconsejas;3sg,aconseja;1pl,aconsejamos;2pl,aconsejáis;3pl,aconsejan;part,aconsejando;2pl!,aconsejad;1sg->,aconsejaría;2sg->,aconsejarías;1pl->,aconsejaríamos;2pl->,aconsejaríais;3pl->,aconsejarían;1sg?,aconseje;2sg?,aconsejes;1pl?,aconsejemos;2pl?,aconsejéis;3pl?,aconsejen;1sgp,aconsejaba;2sgp,aconsejabas;1ppl,aconsejábamos;2ppl,aconsejabais;3ppl,aconsejaban;ppart,aconsejado;1sgp?,aconsejara;2sgp?,aconsejaras;1ppl?,aconsejáramos;2ppl?,aconsejarais;3ppl?,aconsejaran;1sgf,aconsejaré;2sgf,aconsejarás;3sgf,aconsejará;1plf,aconsejaremos;2plf,aconsejaréis;3plf,aconsejarán
acordar;inf,acordar;1sg,acuerdo;2sg,acuerdas;3sg,acuerda;1pl,acordamos;2pl,acordáis;3pl,acuerdan;part,acordando;2pl!,acordad;1sg->,acordaría;2sg->,acordarías;1pl->,acordaríamos;2pl->,acordaríais;3pl->,acordarían;1sg?,acuerde;2sg?,acuerdes;1pl?,acordemos;2pl?,acordéis;3pl?,acuerden;1sgp,acordaba;2sgp,acordabas;1ppl,acordábamos;2ppl,acordabais;3ppl,acordaban;ppart,acordado;1sgp?,acordara;2sgp?,acordaras;1ppl?,acordáramos;2ppl?,acordarais;3ppl?,acordaran;1sgf,acordaré;2sgf,acordarás;3sgf,acordará;1plf,acordaremos;2plf,acordaréis;3plf,acordarán
acostar;inf,acostar;1sg,acuesto;2sg,acuestas;3sg,acuesta;1pl,acostamos;2pl,acostáis;3pl,acuestan;part,acostando;2pl!,acostad;1sg->,acostaría;2sg->,acostarías;1pl->,acostaríamos;2pl->,acostaríais;3pl->,acostarían;1sg?,acueste;2sg?,acuestes;1pl?,acostemos;2pl?,acostéis;3pl?,acuesten;1sgp,acostaba;2sgp,acostabas;1ppl,acostábamos;2ppl,acostabais;3ppl,acostaban;ppart,acostado;1sgp?,acostara;2sgp?,acostaras;1ppl?,acostáramos;2ppl?,acostarais;3ppl?,acostaran;1sgf,acostaré;2sgf,acostarás;3sgf,acostará;1plf,acostaremos;2plf,acostaréis;3plf,acostarán
acostumbrar;inf,acostumbrar;1sg,acostumbro;2sg,acostumbras;3sg,acostumbra;1pl,acostumbramos;2pl,acostumbráis;3pl,acostumbran;part,acostumbrando;2pl!,acostumbrad;1sg->,acostumbraría;2sg->,acostumbrarías;1pl->,acostumbraríamos;2pl->,acostumbraríais;3pl->,acostumbrarían;1sg?,acostumbre;2sg?,acostumbres;1pl?,acostumbremos;2pl?,acostumbréis;3pl?,acostumbren;1sgp,acostumbraba;2sgp,acostumbrabas;1ppl,acostumbrábamos;2ppl,acostumbrabais;3ppl,acostumbraban;ppart,acostumbrado;1sgp?,acostumbrara;2sgp?,acostumbraras;1ppl?,acostumbráramos;2ppl?,acostumbrarais;3ppl?,acostumbraran;1sgf,acostumbraré;2sgf,acostumbrarás;3sgf,acostumbrará;1plf,acostumbraremos;2plf,acostumbraréis;3plf,acostumbrarán
acrisolar;inf,acrisolar;1sg,acrisolo;2sg,acrisolas;3sg,acrisola;1pl,acrisolamos;2pl,acrisoláis;3pl,acrisolan;part,acrisolando;2pl!,acrisolad;1sg->,acrisolaría;2sg->,acrisolarías;1pl->,acrisolaríamos;2pl->,acrisolaríais;3pl->,acrisolarían;1sg?,acrisole;2sg?,acrisoles;1pl?,acrisolemos;2pl?,acrisoléis;3pl?,acrisolen;1sgp,acrisolaba;2sgp,acrisolabas;1ppl,acrisolábamos;2ppl,acrisolabais;3ppl,acrisolaban;ppart,acrisolado;1sgp?,acrisolara;2sgp?,acrisolaras;1ppl?,acrisoláramos;2ppl?,acrisolarais;3ppl?,acrisolaran;1sgf,acrisolaré;2sgf,acrisolarás;3sgf,acrisolará;1plf,acrisolaremos;2plf,acrisolaréis;3plf,acrisolarán
actuar;inf,actuar;1sg,actúo;2sg,actúas;3sg,actúa;1pl,actuamos;2pl,actuáis;3pl,actúan;part,actuando;2pl!,actuad;1sg->,actuaría;2sg->,actuarías;1pl->,actuaríamos;2pl->,actuaríais;3pl->,actuarían;1sg?,actúe;2sg?,actúes;1pl?,actuemos;2pl?,actuéis;3pl?,actúen;1sgp,actuaba;2sgp,actuabas;1ppl,actuábamos;2ppl,actuabais;3ppl,actuaban;ppart,actuado;1sgp?,actuara;2sgp?,actuaras;1ppl?,actuáramos;2ppl?,actuarais;3ppl?,actuaran;1sgf,actuaré;2sgf,actuarás;3sgf,actuará;1plf,actuaremos;2plf,actuaréis;3plf,actuarán
acuchillar;inf,acuchillar;1sg,acuchillo;2sg,acuchillas;3sg,acuchilla;1pl,acuchillamos;2pl,acuchilláis;3pl,acuchillan;part,acuchillando;2pl!,acuchillad;1sg->,acuchillaría;2sg->,acuchillarías;1pl->,acuchillaríamos;2pl->,acuchillaríais;3pl->,acuchillarían;1sg?,acuchille;2sg?,acuchilles;1pl?,acuchillemos;2pl?,acuchilléis;3pl?,acuchillen;1sgp,acuchillaba;2sgp,acuchillabas;1ppl,acuchillábamos;2ppl,acuchillabais;3ppl,acuchillaban;ppart,acuchillado;1sgp?,acuchillara;2sgp?,acuchillaras;1ppl?,acuchilláramos;2ppl?,acuchillarais;3ppl?,acuchillaran;1sgf,acuchillaré;2sgf,acuchillarás;3sgf,acuchillará;1plf,acuchillaremos;2plf,acuchillaréis;3plf,acuchillarán
acudir;inf,acudir;1sg,acudo;2sg,acudes;3sg,acude;1pl,acudimos;2pl,acudeis;3pl,acuden;part,acudiendo;2sg!,acuda;2pl!,acudid;1sg->,acudiría;2sg->,acudirías;1pl->,acudiríamos;2pl->,acudiríais;3pl->,acudirían;2sg?,acudas;1pl?,acudamos;2pl?,acudáis;3pl?,acudan;1sgp,acudía;2sgp,acudías;1ppl,acudíamos;2ppl,acudíais;3ppl,acudían;ppart,acudido;1sgp?,acudiera;2sgp?,acudieras;1ppl?,acudiéramos;2ppl?,acudierais;3ppl?,acudieran;1sgf,acudiré;2sgf,acudirás;3sgf,acudirá;1plf,acudiremos;2plf,acudiréis;3plf,acudirán
acumular;inf,acumular;1sg,acumulo;2sg,acumulas;3sg,acumula;1pl,acumulamos;2pl,acumuláis;3pl,acumulan;part,acumulando;2pl!,acumulad;1sg->,acumularía;2sg->,acumularías;1pl->,acumularíamos;2pl->,acumularíais;3pl->,acumularían;1sg?,acumule;2sg?,acumules;1pl?,acumulemos;2pl?,acumuléis;3pl?,acumulen;1sgp,acumulaba;2sgp,acumulabas;1ppl,acumulábamos;2ppl,acumulabais;3ppl,acumulaban;ppart,acumulado;1sgp?,acumulara;2sgp?,acumularas;1ppl?,acumuláramos;2ppl?,acumularais;3ppl?,acumularan;1sgf,acumularé;2sgf,acumularás;3sgf,acumulará;1plf,acumularemos;2plf,acumularéis;3plf,acumularán
acusar;inf,acusar;1sg,acuso;2sg,acusas;3sg,acusa;1pl,acusamos;2pl,acusáis;3pl,acusan;part,acusando;2pl!,acusad;1sg->,acusaría;2sg->,acusarías;1pl->,acusaríamos;2pl->,acusaríais;3pl->,acusarían;1sg?,acuse;2sg?,acuses;1pl?,acusemos;2pl?,acuséis;3pl?,acusen;1sgp,acusaba;2sgp,acusabas;1ppl,acusábamos;2ppl,acusabais;3ppl,acusaban;ppart,acusado;1sgp?,acusara;2sgp?,acusaras;1ppl?,acusáramos;2ppl?,acusarais;3ppl?,acusaran;1sgf,acusaré;2sgf,acusarás;3sgf,acusará;1plf,acusaremos;2plf,acusaréis;3plf,acusarán
adaptar;inf,adaptar;1sg,adapto;2sg,adaptas;3sg,adapta;1pl,adaptamos;2pl,adaptáis;3pl,adaptan;part,adaptando;2pl!,adaptad;1sg->,adaptaría;2sg->,adaptarías;1pl->,adaptaríamos;2pl->,adaptaríais;3pl->,adaptarían;1sg?,adapte;2sg?,adaptes;1pl?,adaptemos;2pl?,adaptéis;3pl?,adapten;1sgp,adaptaba;2sgp,adaptabas;1ppl,adaptábamos;2ppl,adaptabais;3ppl,adaptaban;ppart,adaptado;1sgp?,adaptara;2sgp?,adaptaras;1ppl?,adaptáramos;2ppl?,adaptarais;3ppl?,adaptaran;1sgf,adaptaré;2sgf,adaptarás;3sgf,adaptará;1plf,adaptaremos;2plf,adaptaréis;3plf,adaptarán
adelantar;inf,adelantar;1sg,adelanto;2sg,adelantas;3sg,adelanta;1pl,adelantamos;2pl,adelantáis;3pl,adelantan;part,adelantando;2pl!,adelantad;1sg->,adelantaría;2sg->,adelantarías;1pl->,adelantaríamos;2pl->,adelantaríais;3pl->,adelantarían;1sg?,adelante;2sg?,adelantes;1pl?,adelantemos;2pl?,adelantéis;3pl?,adelanten;1sgp,adelantaba;2sgp,adelantabas;1ppl,adelantábamos;2ppl,adelantabais;3ppl,adelantaban;ppart,adelantado;1sgp?,adelantara;2sgp?,adelantaras;1ppl?,adelantáramos;2ppl?,adelantarais;3ppl?,adelantaran;1sgf,adelantaré;2sgf,adelantarás;3sgf,adelantará;1plf,adelantaremos;2plf,adelantaréis;3plf,adelantarán
adelgazar;inf,adelgazar;1sg,adelgazo;2sg,adelgazas;3sg,adelgaza;1pl,adelgazamos;2pl,adelgazáis;3pl,adelgazan;part,adelgazando;2pl!,adelgazad;1sg->,adelgazaría;2sg->,adelgazarías;1pl->,adelgazaríamos;2pl->,adelgazaríais;3pl->,adelgazarían;1sg?,adelgaze;2sg?,adelgazes;1pl?,adelgazemos;2pl?,adelgazéis;3pl?,adelgazen;1sgp,adelgazaba;2sgp,adelgazabas;1ppl,adelgazábamos;2ppl,adelgazabais;3ppl,adelgazaban;ppart,adelgazado;1sgp?,adelgazara;2sgp?,adelgazaras;1ppl?,adelgazáramos;2ppl?,adelgazarais;3ppl?,adelgazaran;1sgf,adelgazaré;2sgf,adelgazarás;3sgf,adelgazará;1plf,adelgazaremos;2plf,adelgazaréis;3plf,adelgazarán
adivinar;inf,adivinar;1sg,adivino;2sg,adivinas;3sg,adivina;1pl,adivinamos;2pl,adivináis;3pl,adivinan;part,adivinando;2pl!,adivinad;1sg->,adivinaría;2sg->,adivinarías;1pl->,adivinaríamos;2pl->,adivinaríais;3pl->,adivinarían;1sg?,adivine;2sg?,adivines;1pl?,adivinemos;2pl?,adivinéis;3pl?,adivinen;1sgp,adivinaba;2sgp,adivinabas;1ppl,adivinábamos;2ppl,adivinabais;3ppl,adivinaban;ppart,adivinado;1sgp?,adivinara;2sgp?,adivinaras;1ppl?,adivináramos;2ppl?,adivinarais;3ppl?,adivinaran;1sgf,adivinaré;2sgf,adivinarás;3sgf,adivinará;1plf,adivinaremos;2plf,adivinaréis;3plf,adivinarán
administrar;inf,administrar;1sg,administro;2sg,administras;3sg,administra;1pl,administramos;2pl,administráis;3pl,administran;part,administrando;2pl!,administrad;1sg->,administraría;2sg->,administrarías;1pl->,administraríamos;2pl->,administraríais;3pl->,administrarían;1sg?,administre;2sg?,administres;1pl?,administremos;2pl?,administréis;3pl?,administren;1sgp,administraba;2sgp,administrabas;1ppl,administrábamos;2ppl,administrabais;3ppl,administraban;ppart,administrado;1sgp?,administrara;2sgp?,administraras;1ppl?,administráramos;2ppl?,administrarais;3ppl?,administraran;1sgf,administraré;2sgf,administrarás;3sgf,administrará;1plf,administraremos;2plf,administraréis;3plf,administrarán
admirar;inf,admirar;1sg,admiro;2sg,admiras;3sg,admira;1pl,admiramos;2pl,admiráis;3pl,admiran;part,admirando;2pl!,admirad;1sg->,admiraría;2sg->,admirarías;1pl->,admiraríamos;2pl->,admiraríais;3pl->,admirarían;1sg?,admire;2sg?,admires;1pl?,admiremos;2pl?,admiréis;3pl?,admiren;1sgp,admiraba;2sgp,admirabas;1ppl,admirábamos;2ppl,admirabais;3ppl,admiraban;ppart,admirado;1sgp?,admirara;2sgp?,admiraras;1ppl?,admiráramos;2ppl?,admirarais;3ppl?,admiraran;1sgf,admiraré;2sgf,admirarás;3sgf,admirará;1plf,admiraremos;2plf,admiraréis;3plf,admirarán
admitir;inf,admitir;1sg,admito;2sg,admites;3sg,admite;1pl,admitimos;2pl,admitís;3pl,admiten;part,admitiendo;2pl!,admitid;1sg->,admitiría;2sg->,admitirías;1pl->,admitiríamos;2pl->,admitiríais;3pl->,admitirían;1sg?,admita;2sg?,admitas;1pl?,admitamos;2pl?,admitáis;3pl?,admitan;1sgp,admitía;2sgp,admitías;1ppl,admitíamos;2ppl,admitíais;3ppl,admitían;ppart,admitido;1sgp?,admitiera;2sgp?,admitieras;1ppl?,admitiéramos;2ppl?,admitierais;3ppl?,admitieran;1sgf,admitiré;2sgf,admitirás;3sgf,admitirá;1plf,admitiremos;2plf,admitiréis;3plf,admitirán
